t(s)	ag (m/s^2)
0	0.06113
0.02	0.05105
0.04	0.03954
0.06	0.02657
0.08	0.03071
0.1	0.08682
0.12	0.14014
0.14	0.1422
0.16	0.07844
0.18	-0.0076
0.2	-0.09752
0.22	-0.07167
0.24	0.02291
0.26	0.00576
0.28	-0.01137
0.3	0.04324
0.32	0.04508
0.34	0.00356
0.36	0.05636
0.38	0.11902
0.4	0.06768
0.42	-0.12091
0.44	-0.12023
0.46	-0.00306
0.48	-0.02107
0.5	0.054
0.52	0.06131
0.54	0.02199
0.56	-0.10356
0.58	-0.22498
0.6	-0.17031
0.62	0.02339
0.64	0.08086
0.66	0.09236
0.68	0.34841
0.7	0.25399
0.72	-0.02579
0.74	-0.17952
0.76	-0.27317
0.78	0.00197
0.8	0.34773
0.82	0.07988
0.84	-0.24037
0.86	-0.07178
0.88	0.10413
0.9	0.13221
0.92	0.14901
0.94	0.2316
0.96	-0.06669
0.98	-0.41919
1	-0.02625
1.02	0.31525
1.04	0.23771
1.06	0.17933
1.08	0.13864
1.1	-0.14178
1.12	-0.37272
1.14	-0.31268
1.16	-0.26551
1.18	-0.15631
1.2	0.30517
1.22	0.46866
1.24	0.52409
1.26	0.31029
1.28	-0.25406
1.3	-0.15662
1.32	0.0316
1.34	0.03377
1.36	0.10586
1.38	0.25329
1.4	0.31742
1.42	0.39732
1.44	0.34688
1.46	0.28409
1.48	0.01272
1.5	-0.43288
1.52	-0.35318
1.54	-0.29492
1.56	0.04319
1.58	0.28865
1.6	0.49757
1.62	0.11808
1.64	-0.18391
1.66	0.35747
1.68	0.5835
1.7	0.21497
1.72	-0.12912
1.74	0.25147
1.76	0.26447
1.78	0.08625
1.8	-0.13613
1.82	-0.01234
1.84	0.10583
1.86	0.03197
1.88	-0.29503
1.9	-0.27372
1.92	-0.17704
1.94	-0.51827
1.96	-0.38423
1.98	0.10621
2	0.49829
2.02	0.09619
2.04	-0.51075
2.06	-0.20617
2.08	0.37193
2.1	0.5814
2.12	0.11943
2.14	-0.02939
2.16	0.36849
2.18	0.44829
2.2	-0.02068
2.22	-0.49972
2.24	0.1517
2.26	0.68052
2.28	0.10037
2.3	-0.59366
2.32	0.06661
2.34	1.10413
2.36	1.27893
2.38	0.36658
2.4	-0.26619
2.42	-0.35701
2.44	-0.75599
2.46	-0.78536
2.48	0.16405
2.5	0.83563
2.52	0.70584
2.54	0.08767
2.56	-0.01821
2.58	0.0308
2.6	-0.49315
2.62	-0.58718
2.64	-0.22295
2.66	0.15756
2.68	0.22895
2.7	0.54185
2.72	0.34993
2.74	-0.40017
2.76	-0.42588
2.78	0.09839
2.8	-0.14902
2.82	-0.41273
2.84	-0.42733
2.86	-0.17434
2.88	-0.0354
2.9	0.15073
2.92	0.55788
2.94	0.59737
2.96	0.42211
2.98	0.42039
3	0.6892
3.02	0.18832
3.04	0.01188
3.06	0.39161
3.08	0.39445
3.1	-0.05082
3.12	0.00541
3.14	0.08995
3.16	-0.07253
3.18	-0.01045
3.2	0.27004
3.22	0.3751
3.24	0.06264
3.26	-0.27336
3.28	-0.69309
3.3	-1.14516
3.32	-1.57278
3.34	-1.84508
3.36	-2.23008
3.38	-2.62912
3.4	-2.98839
3.42	-3.27393
3.44	-3.39799
3.46	-3.4977
3.48	-3.51478
3.5	-3.64538
3.52	-3.78771
3.54	-3.84207
3.56	-4.08722
3.58	-4.55766
3.6	-4.84871
3.62	-4.72495
3.64	-4.56005
3.66	-4.51391
3.68	-4.35599
3.7	-3.35904
3.72	-1.26397
3.74	1.0659
3.76	3.1169
3.78	4.63747
3.8	5.60469
3.82	6.47873
3.84	6.64793
3.86	6.13581
3.88	5.74459
3.9	5.01587
3.92	5.46232
3.94	1.98494
3.96	-4.39449
3.98	-5.78034
4	-5.01667
4.02	-4.09901
4.04	-3.60974
4.06	-2.6484
4.08	-0.52114
4.1	2.01178
4.12	3.76752
4.14	4.61041
4.16	6.2696
4.18	8.23811
4.2	8.2676
4.22	6.53667
4.24	5.56615
4.26	5.41587
4.28	4.79404
4.3	4.07632
4.32	3.72429
4.34	2.75212
4.36	0.04653
4.38	-2.35196
4.4	-2.88831
4.42	-2.12496
4.44	-0.58487
4.46	0.4293
4.48	1.15329
4.5	1.68102
4.52	2.36912
4.54	2.38009
4.56	0.99982
4.58	-0.16424
4.6	-0.35142
4.62	-0.29137
4.64	-0.43111
4.66	-0.87228
4.68	-1.33919
4.7	-1.6404
4.72	-0.56417
4.74	1.08755
4.76	1.80484
4.78	1.86501
4.8	0.99383
4.82	0.3787
4.84	0.2381
4.86	-0.32733
4.88	-0.85041
4.9	-1.0075
4.92	-1.14259
4.94	-1.38862
4.96	-1.90385
4.98	-2.4318
5	-2.69044
5.02	-2.76767
5.04	-2.64101
5.06	-2.39257
5.08	-1.47757
5.1	-0.20725
5.12	0.39117
5.14	0.44857
5.16	0.2306
5.18	-0.1838
5.2	-0.71103
5.22	-1.06747
5.24	-1.50292
5.26	-1.695
5.28	-1.89562
5.3	-1.71208
5.32	-0.77068
5.34	-0.05833
5.36	0.25928
5.38	0.35548
5.4	0.5609
5.42	1.34327
5.44	1.31339
5.46	0.34314
5.48	-0.12075
5.5	-0.35177
5.52	-0.71483
5.54	-1.47077
5.56	-1.1721
5.58	-0.27432
5.6	0.01847
5.62	-0.09922
5.64	-0.71046
5.66	-1.30027
5.68	-1.58125
5.7	-1.12241
5.72	-0.65672
5.74	-0.45804
5.76	-0.09612
5.78	0.55758
5.8	0.86985
5.82	0.8085
5.84	0.79355
5.86	0.83794
5.88	0.8802
5.9	0.48001
5.92	0.2467
5.94	0.16816
5.96	-0.09646
5.98	-0.69534
6	-1.05157
6.02	-1.0084
6.04	-1.0848
6.06	-1.35722
6.08	-1.59104
6.1	-1.66394
6.12	-1.66475
6.14	-1.5258
6.16	-1.26625
6.18	-0.61657
6.2	0.44554
6.22	1.35872
6.24	1.8549
6.26	1.82821
6.28	1.38015
6.3	0.94673
6.32	0.49459
6.34	0.09701
6.36	-0.33333
6.38	-0.66958
6.4	-0.93802
6.42	-1.1434
6.44	-1.21376
6.46	-0.92687
6.48	-0.2874
6.5	0.25689
6.52	0.61785
6.54	0.7283
6.56	0.74813
6.58	0.63418
6.6	0.32278
6.62	-0.2048
6.64	-0.85038
6.66	-1.63147
6.68	-2.34882
6.7	-2.7867
6.72	-2.11013
6.74	-0.57458
6.76	0.73642
6.78	1.52951
6.8	1.72326
6.82	1.37971
6.84	0.55436
6.86	-0.22757
6.88	-0.43598
6.9	-0.0987
6.92	0.41109
6.94	1.04991
6.96	1.57585
6.98	2.08911
7	2.42637
7.02	2.45543
7.04	2.2823
7.06	1.88676
7.08	1.57329
7.1	1.54966
7.12	1.6787
7.14	1.68583
7.16	1.42814
7.18	1.26694
7.2	1.19194
7.22	0.85792
7.24	0.67866
7.26	1.01832
7.28	1.46159
7.3	1.37786
7.32	1.02936
7.34	0.87832
7.36	0.68068
7.38	0.31645
7.4	0.00169
7.42	0.15365
7.44	0.59339
7.46	0.774
7.48	0.49103
7.5	-0.12821
7.52	-0.68632
7.54	-1.02263
7.56	-1.12572
7.58	-1.19324
7.6	-1.38466
7.62	-1.72656
7.64	-2.0125
7.66	-2.17953
7.68	-2.32408
7.7	-1.67463
7.72	-0.04273
7.74	1.52079
7.76	2.65125
7.78	3.25623
7.8	3.36971
7.82	3.10868
7.84	1.90793
7.86	0.44942
7.88	-0.83069
7.9	-1.7443
7.92	-1.98872
7.94	-2.10894
7.96	-2.28918
7.98	-2.63116
8	-2.81077
8.02	-2.67955
8.04	-2.3621
8.06	-2.30343
8.08	-2.1908
8.1	-1.8932
8.12	-1.82316
8.14	-1.93773
8.16	-1.93022
8.18	-1.51105
8.2	-0.97646
8.22	-0.53522
8.24	-0.15643
8.26	0.16018
8.28	0.39921
8.3	0.37747
8.32	0.14617
8.34	0.26296
8.36	0.77937
8.38	1.13556
8.4	1.1889
8.42	1.23458
8.44	1.38368
8.46	1.51626
8.48	1.11301
8.5	0.36482
8.52	-0.10841
8.54	-0.39164
8.56	-0.70899
8.58	-0.97525
8.6	-1.0564
8.62	-1.04003
8.64	-0.79396
8.66	-0.32444
8.68	0.38938
8.7	1.12762
8.72	1.51336
8.74	1.61549
8.76	1.66743
8.78	1.76889
8.8	1.81191
8.82	1.76254
8.84	1.56714
8.86	1.23497
8.88	0.84452
8.9	0.44406
8.92	0.01035
8.94	-0.25389
8.96	-0.35701
8.98	-0.44259
9	-0.52848
9.02	-0.66438
9.04	-0.73643
9.06	-0.63284
9.08	-0.39976
9.1	-0.27945
9.12	-0.19698
9.14	-0.05766
9.16	0.06609
9.18	0.07895
9.2	-0.02739
9.22	-0.14818
9.24	-0.10614
9.26	0.05732
9.28	0.10023
9.3	0.06124
9.32	0.08278
9.34	0.31891
9.36	0.60648
9.38	0.67578
9.4	0.50234
9.42	0.13849
9.44	-0.29053
9.46	-0.52154
9.48	-0.58092
9.5	-0.57758
9.52	-0.63416
9.54	-0.49953
9.56	0.10928
9.58	0.644
9.6	0.80405
9.62	0.8356
9.64	0.67487
9.66	0.34342
9.68	0.22606
9.7	0.26301
9.72	0.19943
9.74	-0.18838
9.76	-0.45181
9.78	-0.51374
9.8	-0.67172
9.82	-0.86604
9.84	-0.90726
9.86	-0.73743
9.88	-0.6238
9.9	-0.62752
9.92	-0.64344
9.94	-0.61454
9.96	-0.60036
9.98	-0.41691
10	-0.06461
10.02	0.05361
10.04	-0.0763
10.06	-0.22948
10.08	-0.29156
10.1	-0.40405
10.12	-0.58141
10.14	-0.69096
10.16	-0.65794
10.18	-0.37017
10.2	-0.00106
10.22	0.31882
10.24	0.6039
10.26	0.78118
10.28	0.80804
10.3	0.55145
10.32	0.16899
10.34	-0.20711
10.36	-0.56264
10.38	-0.72589
10.4	-0.55897
10.42	-0.14212
10.44	0.08059
10.46	0.1702
10.48	0.2784
10.5	0.39103
10.52	0.43483
10.54	0.4333
10.56	0.47129
10.58	0.47328
10.6	0.4079
10.62	0.321
10.64	0.27029
10.66	0.17886
10.68	0.01942
10.7	-0.15748
10.72	-0.30591
10.74	-0.49
10.76	-0.69193
10.78	-0.78316
10.8	-0.74688
10.82	-0.48817
10.84	0.02664
10.86	0.54958
10.88	0.94261
10.9	1.16965
10.92	1.23603
10.94	1.05901
10.96	0.73571
10.98	0.55063
11	0.3864
11.02	0.08803
11.04	-0.35613
11.06	-0.8284
11.08	-1.03879
11.1	-1.03266
11.12	-0.6738
11.14	-0.14193
11.16	0.34524
11.18	0.72085
11.2	0.8573
11.22	0.80838
11.24	0.4467
11.26	-0.09775
11.28	-0.63901
11.3	-0.85004
11.32	-0.81863
11.34	-0.71443
11.36	-0.52987
11.38	-0.33373
11.4	-0.23299
11.42	-0.19598
11.44	-0.11138
11.46	-0.01023
11.48	0.02857
11.5	-0.04432
11.52	-0.18058
11.54	-0.23859
11.56	-0.17994
11.58	-0.13887
11.6	-0.11555
11.62	-0.11189
11.64	-0.11766
11.66	-0.14784
11.68	-0.15216
11.7	-0.07159
11.72	0.01154
11.74	0.03352
11.76	-0.02124
11.78	-0.08093
11.8	-0.02774
11.82	0.13616
11.84	0.3448
11.86	0.4894
11.88	0.53548
11.9	0.61015
11.92	0.72947
11.94	0.80924
11.96	0.79752
11.98	0.72804
12	0.66131
12.02	0.54544
12.04	0.39645
12.06	0.30679
12.08	0.29686
12.1	0.27389
12.12	0.19761
12.14	0.12057
12.16	0.09218
12.18	0.05847
12.2	-0.05487
12.22	-0.27743
12.24	-0.52838
12.26	-0.70825
12.28	-0.83492
12.3	-0.92709
12.32	-0.86062
12.34	-0.43366
12.36	-0.0077
12.38	0.16643
12.4	0.27233
12.42	0.37533
12.44	0.46451
12.46	0.46896
12.48	0.34886
12.5	0.21729
12.52	0.12144
12.54	0.03998
12.56	0.03296
12.58	0.09454
12.6	0.16207
12.62	0.18636
12.64	0.18794
12.66	0.17032
12.68	0.10271
12.7	0.02803
12.72	0.01392
12.74	0.01409
12.76	-0.08616
12.78	-0.31019
12.8	-0.47672
12.82	-0.45782
12.84	-0.2199
12.86	-0.02102
12.88	0.01703
12.9	0.05142
12.92	0.09734
12.94	0.08403
12.96	-0.05871
12.98	-0.2791
13	-0.45788
13.02	-0.52243
13.04	-0.47672
13.06	-0.40028
13.08	-0.36021
13.1	-0.3126
13.12	-0.22757
13.14	-0.14812
13.16	-0.14686
13.18	-0.23902
13.2	-0.29899
13.22	-0.28661
13.24	-0.26271
13.26	-0.26807
13.28	-0.23568
13.3	-0.07906
13.32	0.0177
13.34	-0.03781
13.36	-0.11525
13.38	-0.10119
13.4	-0.02062
13.42	0.07373
13.44	0.17089
13.46	0.18832
13.48	0.08024
13.5	-0.05671
13.52	-0.1401
13.54	-0.14327
13.56	-0.09317
13.58	0.11835
13.6	0.38757
13.62	0.49379
13.64	0.47311
13.66	0.44521
13.68	0.48903
13.7	0.51597
13.72	0.47686
13.74	0.43523
13.76	0.44845
13.78	0.39536
13.8	0.2639
13.82	0.11887
13.84	0.00958
13.86	-0.03888
13.88	-0.05827
13.9	-0.12036
13.92	-0.29078
13.94	-0.46885
13.96	-0.56871
13.98	-0.55672
14	-0.44323
14.02	-0.24882
14.04	-0.07043
14.06	0.01409
14.08	0.02523
14.1	0.06131
14.12	0.17667
14.14	0.29813
14.16	0.3086
14.18	0.21972
14.2	0.11571
14.22	-0.00387
14.24	-0.12436
14.26	-0.15611
14.28	-0.02572
14.3	0.13832
14.32	0.21941
14.34	0.23097
14.36	0.23142
14.38	0.2088
14.4	0.15965
14.42	0.09474
14.44	0.00354
14.46	-0.07601
14.48	-0.18152
14.5	-0.27475
14.52	-0.28603
14.54	-0.22483
14.56	-0.20548
14.58	-0.22287
14.6	-0.17212
14.62	-0.10722
14.64	-0.06398
14.66	-0.10148
14.68	-0.10757
14.7	-0.08132
14.72	-0.10151
14.74	-0.12064
14.76	-0.10099
14.78	-0.08725
14.8	-0.1293
14.82	-0.17977
14.84	-0.21088
14.86	-0.20247
14.88	-0.14141
14.9	-0.05131
14.92	0.0594
14.94	0.22406
14.96	0.36278
14.98	0.44692
15	0.43845
15.02	0.39937
15.04	0.34059
15.06	0.22482
15.08	0.0529
15.1	-0.12024
15.12	-0.22003
15.14	-0.28023
15.16	-0.32727
15.18	-0.36741
15.2	-0.38033
15.22	-0.32762
15.24	-0.20371
15.26	-0.03759
15.28	0.06278
15.3	0.03968
15.32	-0.03473
15.34	-0.06129
15.36	-0.00248
15.38	0.07518
15.4	0.17396
15.42	0.24226
15.44	0.22611
15.46	0.13166
15.48	0.05153
15.5	0.01526
15.52	0.01317
15.54	0.05174
15.56	0.10335
15.58	0.15583
15.6	0.23551
15.62	0.3217
15.64	0.33268
15.66	0.23859
15.68	0.10451
15.7	0.05144
15.72	0.08742
15.74	0.11029
15.76	0.03217
15.78	-0.08473
15.8	-0.15751
15.82	-0.19213
15.84	-0.1922
15.86	-0.1285
15.88	-0.02552
15.9	0.03971
15.92	0.01357
15.94	-0.03862
15.96	0.00184
15.98	0.11957
16	0.19577
16.02	0.23302
16.04	0.26653
16.06	0.25984
16.08	0.19501
16.1	0.04883
16.12	-0.10608
16.14	-0.19999
16.16	-0.21578
16.18	-0.16632
16.2	-0.06181
16.22	0.05258
16.24	0.13991
16.26	0.12404
16.28	-0.04495
16.3	-0.22609
16.32	-0.29842
16.34	-0.31043
16.36	-0.30948
16.38	-0.28699
16.4	-0.21137
16.42	-0.10182
16.44	0.0282
16.46	0.17556
16.48	0.25368
16.5	0.22683
16.52	0.17175
16.54	0.14898
16.56	0.15549
16.58	0.20725
16.6	0.25669
16.62	0.27262
16.64	0.26901
16.66	0.28321
16.68	0.30331
16.7	0.29567
16.72	0.2518
16.74	0.17329
16.76	0.08194
16.78	-0.04048
16.8	-0.16957
16.82	-0.24884
16.84	-0.29508
16.86	-0.3428
16.88	-0.34509
16.9	-0.24996
16.92	-0.16406
16.94	-0.11143
16.96	-0.02966
16.98	0.06482
17	0.13007
17.02	0.12933
17.04	0.13495
17.06	0.15833
17.08	0.18085
17.1	0.17369
17.12	0.09984
17.14	0.062
17.16	0.06865
17.18	0.04864
17.2	-0.00673
17.22	-0.07168
17.24	-0.10615
17.26	-0.13343
17.28	-0.1254
17.3	-0.1041
17.32	-0.08746
17.34	-0.06563
17.36	-0.03572
17.38	0.00594
17.4	0.07236
17.42	0.14366
17.44	0.21003
17.46	0.28684
17.48	0.34156
17.5	0.34698
17.52	0.27209
17.54	0.16568
17.56	0.06759
17.58	-0.00248
17.6	-0.06751
17.62	-0.14492
17.64	-0.21614
17.66	-0.27232
17.68	-0.26387
17.7	-0.20434
17.72	-0.12952
17.74	-0.06029
17.76	0.00249
17.78	0.0158
17.8	-0.03531
17.82	-0.07917
17.84	-0.10058
17.86	-0.08219
17.88	-0.04999
17.9	-0.00264
17.92	0.03641
17.94	0.02231
17.96	-0.02572
17.98	-0.08545
18	-0.10777
18.02	-0.05955
18.04	0.02362
18.06	0.09394
18.08	0.12085
18.1	0.08421
18.12	0.03945
18.14	0.0489
18.16	0.0691
18.18	0.03415
18.2	-0.06824
18.22	-0.15847
18.24	-0.19567
18.26	-0.17097
18.28	-0.07561
18.3	0.01966
18.32	0.0592
18.34	0.02261
18.36	-0.03675
18.38	-0.05028
18.4	-0.02554
18.42	-0.04673
18.44	-0.10056
18.46	-0.1741
18.48	-0.25043
18.5	-0.26554
18.52	-0.17528
18.54	0.001
18.56	0.12805
18.58	0.13175
18.6	0.04115
18.62	-0.08243
18.64	-0.17357
18.66	-0.19471
18.68	-0.17036
18.7	-0.1197
18.72	-0.08591
18.74	-0.07667
18.76	-0.04435
18.78	0.01561
18.8	0.07794
18.82	0.12841
18.84	0.19582
18.86	0.27094
18.88	0.31584
18.9	0.33754
18.92	0.30838
18.94	0.24133
18.96	0.17626
18.98	0.16502
19	0.18769
19.02	0.1834
19.04	0.15731
19.06	0.1069
19.08	0.0572
19.1	0.03835
19.12	0.03715
19.14	0.03966
19.16	0.01825
19.18	-0.03247
19.2	-0.0836
19.22	-0.13096
19.24	-0.17517
19.26	-0.23087
19.28	-0.25075
19.3	-0.20809
19.32	-0.14654
19.34	-0.10802
19.36	-0.08583
19.38	-0.0474
19.4	-0.01926
19.42	-0.02019
19.44	-0.00944
19.46	0.01956
19.48	0.07625
19.5	0.10831
19.52	0.07182
19.54	0.04289
19.56	0.0367
19.58	0.009
19.6	-0.05046
19.62	-0.08379
19.64	-0.0662
19.66	-0.02408
19.68	0.00038
19.7	-0.01462
19.72	-0.03487
19.74	-0.05051
19.76	-0.09916
19.78	-0.17509
19.8	-0.23706
19.82	-0.28714
19.84	-0.30811
19.86	-0.27359
19.88	-0.21777
19.9	-0.18817
19.92	-0.14517
19.94	-0.06115
19.96	0.02132
19.98	0.09228
20	0.16796
20.02	0.21898
20.04	0.22105
20.06	0.17501
20.08	0.12538
20.1	0.11669
20.12	0.14028
20.14	0.18743
20.16	0.23517
20.18	0.27525
20.2	0.29012
20.22	0.26717
20.24	0.22429
20.26	0.22171
20.28	0.25361
20.3	0.28221
20.32	0.26971
20.34	0.21177
20.36	0.13182
20.38	0.0471
20.4	0.0061
20.42	-0.05752
20.44	-0.15264
20.46	-0.23741
20.48	-0.27616
20.5	-0.2555
20.52	-0.18431
20.54	-0.10132
20.56	-0.02497
20.58	-0.0097
20.6	-0.06886
20.62	-0.12849
20.64	-0.166
20.66	-0.21549
20.68	-0.254
20.7	-0.20609
20.72	-0.1324
20.74	-0.07908
20.76	-0.05138
20.78	-0.03038
20.8	-0.01998
20.82	-0.0342
20.84	-0.0264
20.86	-0.01209
20.88	-0.03414
20.9	-0.0473
20.92	-0.02677
20.94	0.02011
20.96	0.0802
20.98	0.11846
21	0.11375
21.02	0.08262
21.04	0.06284
21.06	0.01656
21.08	-0.02557
21.1	-0.05646
21.12	-0.09596
21.14	-0.08703
21.16	-0.07177
21.18	-0.05219
21.2	-0.04302
21.22	-0.04736
21.24	-0.06527
21.26	-0.07328
21.28	-0.04697
21.3	-0.04376
21.32	-0.04186
21.34	-0.07358
21.36	-0.10071
21.38	-0.10227
21.4	-0.08542
21.42	-0.04628
21.44	-0.01992
21.46	-0.01393
21.48	-0.01856
21.5	0.01192
21.52	0.05937
21.54	0.10865
21.56	0.13045
21.58	0.11097
21.6	0.06929
21.62	0.02917
21.64	0.04
21.66	0.02529
21.68	0.00055
21.7	-0.01253
21.72	-0.04981
21.74	-0.06063
21.76	-0.03507
21.78	-0.00792
21.8	-0.01328
21.82	-0.02921
21.84	-0.05481
21.86	-0.07374
21.88	-0.07646
21.9	-0.06344
21.92	-0.07
21.94	-0.1096
21.96	-0.14436
21.98	-0.09486
22	0.01598
22.02	0.06977
22.04	0.06721
22.06	0.03145
22.08	-0.01819
22.1	-0.08563
22.12	-0.07886
22.14	-0.04304
22.16	-0.0078
22.18	0.00811
22.2	-0.00892
22.22	-0.00302
22.24	-0.0129
22.26	-0.02886
22.28	-0.0166
22.3	-0.00144
22.32	-0.00022
22.34	-0.0268
22.36	-0.08346
22.38	-0.09195
22.4	-0.08025
22.42	-0.09269
22.44	-0.11652
22.46	-0.07872
22.48	-0.03086
22.5	-0.04071
22.52	-0.04744
22.54	-0.03933
22.56	-0.07893
22.58	-0.09994
22.6	-0.05883
22.62	0.00103
22.64	0.06185
22.66	0.11054
22.68	0.17714
22.7	0.20704
22.72	0.16848
22.74	0.09406
22.76	0.04966
22.78	0.03751
22.8	0.03664
22.82	0.05336
22.84	0.04252
22.86	-0.01467
22.88	-0.0748
22.9	-0.03027
22.92	0.06041
22.94	0.11471
22.96	0.0997
22.98	0.09404
23	0.10358
23.02	0.05708
23.04	0.01472
23.06	-0.04432
23.08	-0.12885
23.1	-0.23325
23.12	-0.28135
23.14	-0.24308
23.16	-0.15282
23.18	-0.02777
23.2	0.08306
23.22	0.16428
23.24	0.23376
23.26	0.26767
23.28	0.23514
23.3	0.14589
23.32	0.052
23.34	-0.03097
23.36	-0.05378
23.38	-0.0377
23.4	-0.02966
23.42	-0.00487
23.44	0.03749
23.46	0.07949
23.48	0.09275
23.5	0.09832
23.52	0.07496
23.54	0.06722
23.56	0.07886
23.58	0.10685
23.6	0.1144
23.62	0.0773
23.64	0.02803
23.66	-0.03048
23.68	-0.06898
23.7	-0.08658
23.72	-0.07946
23.74	-0.07166
23.76	-0.08719
23.78	-0.08425
23.8	-0.05803
23.82	-0.00182
23.84	0.04575
23.86	0.07205
23.88	0.04971
23.9	0.00711
23.92	-0.01622
23.94	0.02623
23.96	0.17439
23.98	0.31205
24	0.26791
24.02	0.0522
24.04	-0.07857
24.06	-0.06691
24.08	0.00948
24.1	0.08619
24.12	0.16225
24.14	0.1654
24.16	0.1268
24.18	0.11093
24.2	0.07211
24.22	0.02976
24.24	0.07045
24.26	0.13975
24.28	0.11474
24.3	0.03835
24.32	-0.03158
24.34	-0.12381
24.36	-0.21078
24.38	-0.25885
24.4	-0.22754
24.42	-0.14861
24.44	-0.04919
24.46	0.01815
24.48	-0.00469
24.5	-0.04613
24.52	-0.0586
24.54	-0.02543
24.56	0.03075
24.58	0.04409
24.6	0.03251
24.62	0.04109
24.64	0.08842
24.66	0.11607
24.68	0.09292
24.7	0.10456
24.72	0.12018
24.74	0.11593
24.76	0.06274
24.78	-0.00078
24.8	-0.08286
24.82	-0.11592
24.84	-0.08196
24.86	-0.03058
24.88	-0.00495
24.9	-0.05572
24.92	-0.11125
24.94	-0.14927
24.96	-0.17033
24.98	-0.15152
25	-0.10047
25.02	-0.08451
25.04	-0.0644
25.06	-0.03334
25.08	-0.00283
25.1	0.01055
