t(s)	ag (m/s^2)
18.955	0.0867
18.96	0.0888
18.965	0.0815
18.97	0.0988
18.975	0.1014
18.98	0.0949
18.985	0.0901
18.99	0.0944
18.995	0.108
19	0.1132
19.005	0.1237
19.01	0.1356
19.015	0.163
19.02	0.1869
19.025	0.1963
19.03	0.2222
19.035	0.2448
19.04	0.28
19.045	0.307
19.05	0.308
19.055	0.3228
19.06	0.329
19.065	0.3275
19.07	0.332
19.075	0.3323
19.08	0.3272
19.085	0.3266
19.09	0.3144
19.095	0.2877
19.1	0.2712
19.105	0.2422
19.11	0.2092
19.115	0.1941
19.12	0.1667
19.125	0.1233
19.13	0.101
19.135	0.0944
19.14	0.0702
19.145	0.0589
19.15	0.07
19.155	0.0759
19.16	0.0915
19.165	0.0981
19.17	0.106
19.175	0.1296
19.18	0.1568
19.185	0.1884
19.19	0.1968
19.195	0.2213
19.2	0.2344
19.205	0.2273
19.21	0.2324
19.215	0.2365
19.22	0.2369
19.225	0.2411
19.23	0.246
19.235	0.2268
19.24	0.2167
19.245	0.2088
19.25	0.19
19.255	0.1839
19.26	0.186
19.265	0.177
19.27	0.1765
19.275	0.1915
19.28	0.1967
19.285	0.2089
19.29	0.2152
19.295	0.2252
19.3	0.2451
19.305	0.2484
19.31	0.2645
19.315	0.27
19.32	0.2606
19.325	0.2652
19.33	0.2673
19.335	0.2719
19.34	0.2738
19.345	0.2635
19.35	0.2584
19.355	0.2517
19.36	0.2515
19.365	0.252
19.37	0.2382
19.375	0.2349
19.38	0.2157
19.385	0.2026
19.39	0.2018
19.395	0.1701
19.4	0.1494
19.405	0.1288
19.41	0.0964
19.415	0.0755
19.42	0.0486
19.425	0.0263
19.43	-0.0032
19.435	-0.0135
19.44	-0.0104
19.445	-0.0461
19.45	-0.0448
19.455	-0.0379
19.46	-0.0658
19.465	-0.0619
19.47	-0.0602
19.475	-0.0656
19.48	-0.0719
19.485	-0.0769
19.49	-0.0762
19.495	-0.0883
19.5	-0.0979
19.505	-0.1171
19.51	-0.1139
19.515	-0.1157
19.52	-0.1298
19.525	-0.1167
19.53	-0.1186
19.535	-0.1111
19.54	-0.078
19.545	-0.0662
19.55	-0.0603
19.555	-0.0353
19.56	-0.0279
19.565	-0.0207
19.57	-0.0004
19.575	0.0029
19.58	0.0036
19.585	0.0186
19.59	0.0181
19.595	0.0063
19.6	0.0003
19.605	-0.0138
19.61	-0.0267
19.615	-0.0437
19.62	-0.0621
19.625	-0.0877
19.63	-0.125
19.635	-0.1688
19.64	-0.2034
19.645	-0.2259
19.65	-0.2508
19.655	-0.2643
19.66	-0.2875
19.665	-0.3148
19.67	-0.3305
19.675	-0.3429
19.68	-0.3485
19.685	-0.3589
19.69	-0.368
19.695	-0.3712
19.7	-0.3754
19.705	-0.3837
19.71	-0.3898
19.715	-0.3921
19.72	-0.3957
19.725	-0.3977
19.73	-0.3951
19.735	-0.3924
19.74	-0.3995
19.745	-0.4027
19.75	-0.3995
19.755	-0.3986
19.76	-0.3889
19.765	-0.3739
19.77	-0.3712
19.775	-0.3589
19.78	-0.3427
19.785	-0.3393
19.79	-0.3347
19.795	-0.3371
19.8	-0.3254
19.805	-0.3021
19.81	-0.2947
19.815	-0.2922
19.82	-0.2916
19.825	-0.279
19.83	-0.2684
19.835	-0.2655
19.84	-0.2411
19.845	-0.2337
19.85	-0.2277
19.855	-0.2076
19.86	-0.2039
19.865	-0.1861
19.87	-0.1714
19.875	-0.169
19.88	-0.1541
19.885	-0.1403
19.89	-0.1241
19.895	-0.1137
19.9	-0.1104
19.905	-0.1008
19.91	-0.0837
19.915	-0.0529
19.92	-0.028
19.925	-0.013
19.93	0.0215
19.935	0.0557
19.94	0.0938
19.945	0.1568
19.95	0.2017
19.955	0.2439
19.96	0.3025
19.965	0.3522
19.97	0.4096
19.975	0.4509
19.98	0.4771
19.985	0.5116
19.99	0.5408
19.995	0.5746
20	0.5971
20.005	0.6187
20.01	0.6461
20.015	0.6607
20.02	0.6689
20.025	0.6615
20.03	0.6642
20.035	0.6875
20.04	0.6887
20.045	0.6707
20.05	0.6532
20.055	0.6489
20.06	0.6311
20.065	0.6019
20.07	0.5791
20.075	0.5671
20.08	0.561
20.085	0.5259
20.09	0.5142
20.095	0.5019
20.1	0.4657
20.105	0.4434
20.11	0.4074
20.115	0.3801
20.12	0.3219
20.125	0.2655
20.13	0.2436
20.135	0.1711
20.14	0.1314
20.145	0.1052
20.15	0.0662
20.155	0.0621
20.16	0.0318
20.165	-0.0131
20.17	-0.0508
20.175	-0.0555
20.18	-0.0738
20.185	-0.1095
20.19	-0.1172
20.195	-0.1359
20.2	-0.1534
20.205	-0.1793
20.21	-0.1863
20.215	-0.1947
20.22	-0.2395
20.225	-0.2437
20.23	-0.2516
20.235	-0.2803
20.24	-0.271
20.245	-0.2795
20.25	-0.2953
20.255	-0.2959
20.26	-0.3156
20.265	-0.3264
20.27	-0.3334
20.275	-0.3465
20.28	-0.3655
20.285	-0.3835
20.29	-0.3961
20.295	-0.4287
20.3	-0.4503
20.305	-0.4693
20.31	-0.4955
20.315	-0.4959
20.32	-0.5121
20.325	-0.5204
20.33	-0.5054
20.335	-0.513
20.34	-0.5139
20.345	-0.5035
20.35	-0.4881
20.355	-0.4862
20.36	-0.4979
20.365	-0.4871
20.37	-0.4836
20.375	-0.4941
20.38	-0.4877
20.385	-0.4741
20.39	-0.4825
20.395	-0.5007
20.4	-0.4881
20.405	-0.4789
20.41	-0.4906
20.415	-0.4817
20.42	-0.4652
20.425	-0.4502
20.43	-0.4191
20.435	-0.3836
20.44	-0.3598
20.445	-0.3156
20.45	-0.2693
20.455	-0.2636
20.46	-0.2245
20.465	-0.1856
20.47	-0.1975
20.475	-0.1872
20.48	-0.1642
20.485	-0.1691
20.49	-0.1848
20.495	-0.1774
20.5	-0.1549
20.505	-0.138
20.51	-0.1306
20.515	-0.1234
20.52	-0.1147
20.525	-0.1009
20.53	-0.0892
20.535	-0.0722
20.54	-0.0392
20.545	-0.0066
20.55	0.0109
20.555	0.0336
20.56	0.0704
20.565	0.0895
20.57	0.1207
20.575	0.1563
20.58	0.1531
20.585	0.163
20.59	0.1958
20.595	0.1897
20.6	0.1894
20.605	0.2125
20.61	0.2037
20.615	0.1935
20.62	0.1997
20.625	0.1995
20.63	0.1901
20.635	0.1837
20.64	0.1763
20.645	0.1599
20.65	0.1384
20.655	0.1223
20.66	0.1116
20.665	0.0729
20.67	0.0083
20.675	-0.045
20.68	-0.0682
20.685	-0.1006
20.69	-0.1307
20.695	-0.137
20.7	-0.1525
20.705	-0.1558
20.71	-0.1517
20.715	-0.1447
20.72	-0.1163
20.725	-0.0867
20.73	-0.0476
20.735	-0.0142
20.74	0.0154
20.745	0.0558
20.75	0.0689
20.755	0.0863
20.76	0.1008
20.765	0.0915
20.77	0.0884
20.775	0.0944
20.78	0.0929
20.785	0.0834
20.79	0.0789
20.795	0.0936
20.8	0.1101
20.805	0.1014
20.81	0.1228
20.815	0.1351
20.82	0.1567
20.825	0.1927
20.83	0.1935
20.835	0.2208
20.84	0.2349
20.845	0.2333
20.85	0.2443
20.855	0.2388
20.86	0.2372
20.865	0.2496
20.87	0.2498
20.875	0.2382
20.88	0.2284
20.885	0.2269
20.89	0.2058
20.895	0.1791
20.9	0.1798
20.905	0.1527
20.91	0.1215
20.915	0.1056
20.92	0.0698
20.925	0.0539
20.93	0.0378
20.935	0.017
20.94	-0.0037
20.945	-0.0336
20.95	-0.0411
20.955	-0.0691
20.96	-0.1078
20.965	-0.1119
20.97	-0.1249
20.975	-0.1321
20.98	-0.1233
20.985	-0.1166
20.99	-0.0968
20.995	-0.0901
21	-0.0809
21.005	-0.0717
21.01	-0.0735
21.015	-0.0781
21.02	-0.0853
21.025	-0.0933
21.03	-0.1132
21.035	-0.1217
21.04	-0.1317
21.045	-0.1397
21.05	-0.1323
21.055	-0.1334
21.06	-0.1423
21.065	-0.1345
21.07	-0.1359
21.075	-0.1364
21.08	-0.1179
21.085	-0.124
21.09	-0.1329
21.095	-0.1293
21.1	-0.1209
21.105	-0.1249
21.11	-0.1253
21.115	-0.1202
21.12	-0.1226
21.125	-0.1173
21.13	-0.1216
21.135	-0.0907
21.14	-0.0699
21.145	-0.1008
21.15	-0.0715
21.155	-0.0204
21.16	-0.0435
21.165	-0.0611
21.17	-0.0503
21.175	-0.0418
21.18	-0.0377
21.185	-0.0543
21.19	-0.0436
21.195	-0.0426
21.2	-0.0535
21.205	-0.0347
21.21	-0.0343
21.215	-0.0273
21.22	-0.0062
21.225	0.0002
21.23	0.0267
21.235	0.0374
21.24	0.0413
21.245	0.0755
21.25	0.0867
21.255	0.0973
21.26	0.1028
21.265	0.0991
21.27	0.1118
21.275	0.1156
21.28	0.1105
21.285	0.1094
21.29	0.1139
21.295	0.117
21.3	0.1227
21.305	0.1306
21.31	0.1549
21.315	0.1724
21.32	0.1709
21.325	0.1885
21.33	0.1925
21.335	0.1964
21.34	0.21
21.345	0.2033
21.35	0.1921
21.355	0.1844
21.36	0.1805
21.365	0.1713
21.37	0.1752
21.375	0.1634
21.38	0.1393
21.385	0.1323
21.39	0.1166
21.395	0.0982
21.4	0.0808
21.405	0.0617
21.41	0.0343
21.415	0.0155
21.42	0.0056
21.425	-0.0078
21.43	-0.0075
21.435	0.0028
21.44	0.0174
21.445	0.0378
21.45	0.0796
21.455	0.1284
21.46	0.1523
21.465	0.1751
21.47	0.2238
21.475	0.2879
21.48	0.3254
21.485	0.3269
21.49	0.3422
21.495	0.3643
21.5	0.3636
21.505	0.3575
21.51	0.3568
21.515	0.357
21.52	0.3366
21.525	0.3131
21.53	0.3001
21.535	0.2894
21.54	0.2796
21.545	0.2524
21.55	0.2294
21.555	0.2117
21.56	0.1857
21.565	0.169
21.57	0.148
21.575	0.1105
21.58	0.0912
21.585	0.0688
21.59	0.042
21.595	0.0412
21.6	0.0349
21.605	0.0153
21.61	0.0005
21.615	0.0152
21.62	0.0069
21.625	-0.0214
21.63	-0.0219
21.635	-0.0328
21.64	-0.0431
21.645	-0.0479
21.65	-0.0493
21.655	-0.0613
21.66	-0.0695
21.665	-0.0611
21.67	-0.0992
21.675	-0.1159
21.68	-0.0901
21.685	-0.0986
21.69	-0.1096
21.695	-0.0839
21.7	-0.0787
21.705	-0.0913
21.71	-0.0725
21.715	-0.0659
21.72	-0.0583
21.725	-0.0525
21.73	-0.0575
21.735	-0.0507
21.74	-0.0477
21.745	-0.0467
21.75	-0.0566
21.755	-0.0619
21.76	-0.0736
21.765	-0.1042
21.77	-0.1172
21.775	-0.136
21.78	-0.176
21.785	-0.196
21.79	-0.2087
21.795	-0.2312
21.8	-0.2353
21.805	-0.2399
21.81	-0.2655
21.815	-0.2588
21.82	-0.2449
21.825	-0.2479
21.83	-0.2178
21.835	-0.2001
21.84	-0.1848
21.845	-0.1438
21.85	-0.1096
21.855	-0.0726
21.86	-0.046
21.865	-0.0358
21.87	-0.0283
21.875	-0.0253
21.88	-0.0386
21.885	-0.0456
21.89	-0.0448
21.895	-0.0627
21.9	-0.071
21.905	-0.0748
21.91	-0.087
21.915	-0.0936
21.92	-0.1043
21.925	-0.1114
21.93	-0.1149
21.935	-0.1217
21.94	-0.1281
21.945	-0.1397
21.95	-0.1496
21.955	-0.1526
21.96	-0.1434
21.965	-0.1296
21.97	-0.1187
21.975	-0.1109
21.98	-0.0896
21.985	-0.0616
21.99	-0.0497
21.995	-0.0386
22	-0.0296
22.005	-0.022
22.01	-0.0078
22.015	0.0074
22.02	0.015
22.025	0.022
22.03	0.0373
22.035	0.0547
22.04	0.0844
22.045	0.098
22.05	0.0994
22.055	0.1306
22.06	0.1406
22.065	0.1291
22.07	0.1491
22.075	0.1546
22.08	0.1453
22.085	0.147
22.09	0.1489
22.095	0.1428
22.1	0.1275
22.105	0.1341
22.11	0.1269
22.115	0.1176
22.12	0.1197
22.125	0.1135
22.13	0.1106
22.135	0.1006
22.14	0.1073
22.145	0.1028
22.15	0.0874
22.155	0.083
22.16	0.072
22.165	0.0531
22.17	0.0355
22.175	0.0324
22.18	0.0145
22.185	0.0066
22.19	-0.0034
22.195	-0.0308
22.2	-0.027
22.205	-0.0355
22.21	-0.0677
22.215	-0.0844
22.22	-0.1066
22.225	-0.1281
22.23	-0.1387
22.235	-0.1605
22.24	-0.1747
22.245	-0.1718
22.25	-0.1777
22.255	-0.1713
22.26	-0.1445
22.265	-0.1256
22.27	-0.1087
22.275	-0.0808
22.28	-0.0631
22.285	-0.0504
22.29	-0.0389
22.295	-0.0362
22.3	-0.0242
22.305	-0.0274
22.31	-0.0414
22.315	-0.0424
22.32	-0.0514
22.325	-0.0811
22.33	-0.0979
22.335	-0.1032
22.34	-0.1265
22.345	-0.1414
22.35	-0.1576
22.355	-0.1734
22.36	-0.1645
22.365	-0.1592
22.37	-0.1551
22.375	-0.1476
22.38	-0.1317
22.385	-0.1043
22.39	-0.0766
22.395	-0.0449
22.4	-0.0217
22.405	0.0083
22.41	0.0438
22.415	0.0598
22.42	0.0929
22.425	0.1307
22.43	0.1467
22.435	0.1625
22.44	0.1784
22.445	0.205
22.45	0.2153
22.455	0.2174
22.46	0.2239
22.465	0.2356
22.47	0.2511
22.475	0.2505
22.48	0.2788
22.485	0.2915
22.49	0.2902
22.495	0.3209
22.5	0.3335
22.505	0.3361
22.51	0.3493
22.515	0.3498
22.52	0.3374
22.525	0.3269
22.53	0.3081
22.535	0.2966
22.54	0.2916
22.545	0.2681
22.55	0.2402
22.555	0.2228
22.56	0.175
22.565	0.1192
22.57	0.0885
22.575	0.0278
22.58	0.0039
22.585	-0.0258
22.59	-0.0696
22.595	-0.0806
22.6	-0.1176
22.605	-0.1226
22.61	-0.1278
22.615	-0.1454
22.62	-0.1312
22.625	-0.1396
22.63	-0.1544
22.635	-0.1523
22.64	-0.1637
22.645	-0.178
22.65	-0.1804
22.655	-0.171
22.66	-0.1743
22.665	-0.1845
22.67	-0.1888
22.675	-0.1882
22.68	-0.1797
22.685	-0.1829
22.69	-0.1726
22.695	-0.1601
22.7	-0.161
22.705	-0.1563
22.71	-0.1628
22.715	-0.1737
22.72	-0.1875
22.725	-0.2001
22.73	-0.2199
22.735	-0.2401
22.74	-0.2717
22.745	-0.2972
22.75	-0.3126
22.755	-0.3438
22.76	-0.3567
22.765	-0.366
22.77	-0.3744
22.775	-0.3626
22.78	-0.3704
22.785	-0.3802
22.79	-0.3536
22.795	-0.3458
22.8	-0.3363
22.805	-0.3017
22.81	-0.2808
22.815	-0.2503
22.82	-0.1958
22.825	-0.1508
22.83	-0.1218
22.835	-0.0772
22.84	-0.0248
22.845	0.0311
22.85	0.0682
22.855	0.1003
22.86	0.1507
22.865	0.1586
22.87	0.1834
22.875	0.2164
22.88	0.2129
22.885	0.2165
22.89	0.2221
22.895	0.2214
22.9	0.2201
22.905	0.2238
22.91	0.2166
22.915	0.2025
22.92	0.199
22.925	0.1926
22.93	0.175
22.935	0.1692
22.94	0.1528
22.945	0.1436
22.95	0.1451
22.955	0.1259
22.96	0.1207
22.965	0.1263
22.97	0.1175
22.975	0.1133
22.98	0.1326
22.985	0.1485
22.99	0.1555
22.995	0.1719
23	0.2045
23.005	0.2273
23.01	0.2263
23.015	0.2434
23.02	0.2693
23.025	0.2772
23.03	0.2842
23.035	0.3015
23.04	0.3256
23.045	0.3347
23.05	0.3342
23.055	0.337
23.06	0.3272
23.065	0.317
23.07	0.3106
23.075	0.2991
23.08	0.2962
23.085	0.2851
23.09	0.2747
23.095	0.2841
23.1	0.2813
23.105	0.265
23.11	0.2491
23.115	0.2355
23.12	0.2114
23.125	0.1844
23.13	0.1633
23.135	0.1072
23.14	0.0706
23.145	0.0651
23.15	0.0171
23.155	-0.0125
23.16	-0.0261
23.165	-0.0655
23.17	-0.0975
23.175	-0.1025
23.18	-0.1116
23.185	-0.1384
23.19	-0.1423
23.195	-0.1399
23.2	-0.1632
23.205	-0.186
23.21	-0.1831
23.215	-0.1933
23.22	-0.2067
23.225	-0.2098
23.23	-0.2124
23.235	-0.2177
23.24	-0.2133
23.245	-0.2029
23.25	-0.215
23.255	-0.2063
23.26	-0.193
23.265	-0.2025
23.27	-0.1839
23.275	-0.1792
23.28	-0.1847
23.285	-0.1565
23.29	-0.1695
23.295	-0.1681
23.3	-0.1381
23.305	-0.1519
23.31	-0.1499
23.315	-0.1446
23.32	-0.1401
23.325	-0.1359
23.33	-0.1445
23.335	-0.1266
23.34	-0.1332
23.345	-0.1397
23.35	-0.1354
23.355	-0.1526
23.36	-0.1386
23.365	-0.1386
23.37	-0.1527
23.375	-0.1358
23.38	-0.1449
23.385	-0.1397
23.39	-0.1216
23.395	-0.1306
23.4	-0.1224
23.405	-0.1064
23.41	-0.1001
23.415	-0.0892
23.42	-0.0756
23.425	-0.0698
23.43	-0.0463
23.435	-0.0231
23.44	-0.0081
23.445	0.0165
23.45	0.0372
23.455	0.0582
23.46	0.0818
23.465	0.0996
23.47	0.1198
23.475	0.1412
23.48	0.1565
23.485	0.1755
23.49	0.1727
23.495	0.1742
23.5	0.1813
23.505	0.1633
23.51	0.148
23.515	0.13
23.52	0.1149
23.525	0.091
23.53	0.0494
23.535	0.038
23.54	0.0315
23.545	0.0192
23.55	0.0129
23.555	0.0015
23.56	0.0049
23.565	0.0026
23.57	0.0061
23.575	0.0348
23.58	0.0492
23.585	0.0533
23.59	0.078
23.595	0.0887
23.6	0.0862
23.605	0.0979
23.61	0.1093
23.615	0.1051
23.62	0.0953
23.625	0.0927
23.63	0.0801
23.635	0.0711
23.64	0.0615
23.645	0.0454
23.65	0.0356
23.655	0.0236
23.66	0.0154
23.665	-0.005
23.67	-0.0329
23.675	-0.0367
23.68	-0.0385
23.685	-0.0416
23.69	-0.0429
23.695	-0.0648
23.7	-0.0726
23.705	-0.0564
23.71	-0.0612
23.715	-0.0708
23.72	-0.0547
23.725	-0.0509
23.73	-0.0546
23.735	-0.05
23.74	-0.0405
23.745	-0.0297
23.75	-0.0208
23.755	-0.0157
23.76	-0.0251
23.765	-0.0338
23.77	-0.0477
23.775	-0.0451
23.78	-0.0366
23.785	-0.0404
23.79	-0.0536
23.795	-0.0601
23.8	-0.0535
23.805	-0.07
23.81	-0.0716
23.815	-0.0351
23.82	-0.0353
23.825	-0.0445
23.83	-0.0194
23.835	-0.0162
23.84	-0.0183
23.845	-0.0004
23.85	0.0147
23.855	0.0158
23.86	0.0205
23.865	0.0277
23.87	0.0206
23.875	0.0177
23.88	0.0264
23.885	0.0402
23.89	0.026
23.895	0.0088
23.9	0.0276
23.905	0.0269
23.91	0.0128
23.915	0.0301
23.92	0.0237
23.925	-0.0023
23.93	0.0148
23.935	0.0236
23.94	0.0199
23.945	0.0388
23.95	0.0469
23.955	0.0241
23.96	0.0263
23.965	0.0447
23.97	0.0481
23.975	0.0521
23.98	0.0538
23.985	0.0617
23.99	0.0597
23.995	0.0543
24	0.0666
24.005	0.0625
24.01	0.0335
24.015	0.0119
24.02	-0.002
24.025	-0.0294
24.03	-0.0892
24.035	-0.1451
24.04	-0.1504
24.045	-0.1857
24.05	-0.2264
24.055	-0.231
24.06	-0.2488
24.065	-0.2604
24.07	-0.2673
24.075	-0.2483
24.08	-0.2359
24.085	-0.2352
24.09	-0.2029
24.095	-0.1816
24.1	-0.1501
24.105	-0.1077
24.11	-0.0942
24.115	-0.0662
24.12	-0.0286
24.125	-0.001
24.13	0.0221
24.135	0.0411
24.14	0.0579
24.145	0.0583
24.15	0.0723
24.155	0.0958
24.16	0.0814
24.165	0.0522
24.17	0.0388
24.175	0.0208
24.18	0.0043
24.185	0.0111
24.19	-0.0016
24.195	-0.0137
24.2	-0.0015
24.205	-0.0004
24.21	0.0008
24.215	-0.0002
24.22	-0.0029
24.225	-0.0012
24.23	0.0004
24.235	-0.0054
24.24	-0.0177
24.245	-0.015
24.25	-0.0191
24.255	-0.0251
24.26	-0.0226
24.265	-0.0379
24.27	-0.0443
24.275	-0.0332
24.28	-0.064
24.285	-0.0755
24.29	-0.0745
24.295	-0.1093
24.3	-0.1074
24.305	-0.1094
24.31	-0.1224
24.315	-0.1157
24.32	-0.1237
24.325	-0.1205
24.33	-0.1087
24.335	-0.1126
24.34	-0.1057
24.345	-0.0901
24.35	-0.0648
24.355	-0.0507
24.36	-0.0341
24.365	-0.0187
24.37	-0.0055
24.375	0.0211
24.38	0.0303
24.385	0.0456
24.39	0.0587
24.395	0.0553
24.4	0.0682
24.405	0.0787
24.41	0.067
24.415	0.0636
24.42	0.0629
24.425	0.0613
24.43	0.0577
24.435	0.0433
24.44	0.0333
24.445	0.0149
24.45	-0.0032
24.455	-0.0088
24.46	-0.0255
24.465	-0.0365
24.47	-0.038
24.475	-0.0377
24.48	-0.0396
24.485	-0.0449
24.49	-0.0428
24.495	-0.0367
24.5	-0.0404
24.505	-0.0509
24.51	-0.053
24.515	-0.0564
24.52	-0.0691
24.525	-0.0815
24.53	-0.0793
24.535	-0.0828
24.54	-0.0843
24.545	-0.0844
24.55	-0.1041
24.555	-0.1005
24.56	-0.1077
24.565	-0.1335
24.57	-0.1424
24.575	-0.1493
24.58	-0.1588
24.585	-0.1653
24.59	-0.1631
24.595	-0.1677
24.6	-0.1551
24.605	-0.1369
24.61	-0.1214
24.615	-0.0975
24.62	-0.0789
24.625	-0.0431
24.63	-0.0069
24.635	0.0222
24.64	0.0619
24.645	0.1073
24.65	0.1369
24.655	0.1586
24.66	0.1773
24.665	0.1847
24.67	0.2004
24.675	0.2041
24.68	0.204
24.685	0.2042
24.69	0.1937
24.695	0.189
24.7	0.1815
24.705	0.1721
24.71	0.1707
24.715	0.1701
24.72	0.1703
24.725	0.1752
24.73	0.185
24.735	0.1966
24.74	0.2007
24.745	0.2046
24.75	0.2097
24.755	0.212
24.76	0.1978
24.765	0.1998
24.77	0.2004
24.775	0.169
24.78	0.1584
24.785	0.1568
24.79	0.1488
24.795	0.1342
24.8	0.1272
24.805	0.1248
24.81	0.116
24.815	0.1194
24.82	0.105
24.825	0.0943
24.83	0.1117
24.835	0.1104
24.84	0.1089
24.845	0.1216
24.85	0.1134
24.855	0.1011
24.86	0.1103
24.865	0.1086
24.87	0.0895
24.875	0.0744
24.88	0.0487
24.885	0.0318
24.89	0.0085
24.895	-0.0305
24.9	-0.0411
24.905	-0.0644
24.91	-0.0809
24.915	-0.0834
24.92	-0.097
24.925	-0.0999
24.93	-0.0996
24.935	-0.0901
24.94	-0.0999
24.945	-0.0951
24.95	-0.0694
24.955	-0.0856
24.96	-0.0905
24.965	-0.0829
24.97	-0.0916
24.975	-0.0852
24.98	-0.0957
24.985	-0.1057
24.99	-0.1033
24.995	-0.1065
25	-0.0923
25.005	-0.0811
25.01	-0.0759
25.015	-0.0562
25.02	-0.0361
25.025	-0.034
25.03	-0.018
25.035	0.0101
25.04	0.033
25.045	0.0561
25.05	0.0704
25.055	0.0859
25.06	0.0902
25.065	0.0906
25.07	0.1035
25.075	0.0937
25.08	0.0709
25.085	0.0644
25.09	0.047
25.095	0.0062
25.1	-0.026
25.105	-0.0646
25.11	-0.0942
25.115	-0.1285
25.12	-0.1888
25.125	-0.1928
25.13	-0.196
25.135	-0.2172
25.14	-0.2203
25.145	-0.2098
25.15	-0.1806
25.155	-0.1684
25.16	-0.1697
25.165	-0.1476
25.17	-0.1195
25.175	-0.1165
25.18	-0.1129
25.185	-0.0776
25.19	-0.0584
25.195	-0.084
25.2	-0.0742
25.205	-0.0622
25.21	-0.0767
25.215	-0.0818
25.22	-0.0743
25.225	-0.0604
25.23	-0.0636
25.235	-0.0488
25.24	-0.0132
25.245	-0.0064
25.25	0.0126
25.255	0.0573
25.26	0.0933
25.265	0.1278
25.27	0.1517
25.275	0.1898
25.28	0.2138
25.285	0.2273
25.29	0.2554
25.295	0.2636
25.3	0.2734
25.305	0.2753
25.31	0.2771
25.315	0.2779
25.32	0.2538
25.325	0.2447
25.33	0.2377
25.335	0.2247
25.34	0.2205
25.345	0.2049
25.35	0.1889
25.355	0.1666
25.36	0.1457
25.365	0.1363
25.37	0.105
25.375	0.0788
25.38	0.0704
25.385	0.0403
25.39	0.0262
25.395	0.0257
25.4	0.0018
25.405	-0.0029
25.41	-0.0023
25.415	-0.0041
25.42	-0.008
25.425	-0.0211
25.43	-0.0083
25.435	-0.0028
25.44	-0.0159
25.445	-0.0164
25.45	0.0011
25.455	0.0116
25.46	0.0104
25.465	0.0318
25.47	0.0401
25.475	0.0488
25.48	0.0774
25.485	0.0744
25.49	0.0827
25.495	0.1014
25.5	0.0877
25.505	0.0784
25.51	0.0797
25.515	0.0696
25.52	0.0493
25.525	0.029
25.53	0.0209
25.535	0.0219
25.54	0.0168
25.545	0.0103
25.55	0.0305
25.555	0.036
25.56	0.0253
25.565	0.0468
25.57	0.0589
25.575	0.0581
25.58	0.0703
25.585	0.0781
25.59	0.0667
25.595	0.0584
25.6	0.0597
25.605	0.0464
25.61	0.0253
25.615	0.0232
25.62	0.0167
25.625	-0.0125
25.63	-0.0254
25.635	-0.0335
25.64	-0.0544
25.645	-0.072
25.65	-0.0832
25.655	-0.088
25.66	-0.1118
25.665	-0.1324
25.67	-0.1273
25.675	-0.141
25.68	-0.1424
25.685	-0.1281
25.69	-0.1209
25.695	-0.1013
25.7	-0.0875
25.705	-0.0717
25.71	-0.0506
25.715	-0.035
25.72	-0.018
25.725	-0.0006
25.73	0.0039
25.735	0.0108
25.74	0.0356
25.745	0.0388
25.75	0.0437
25.755	0.0381
25.76	0.009
25.765	0.0012
25.77	0.0019
25.775	-0.0088
25.78	-0.0355
25.785	-0.0559
25.79	-0.0623
25.795	-0.0589
25.8	-0.0734
25.805	-0.0765
25.81	-0.064
25.815	-0.0718
25.82	-0.0654
25.825	-0.0558
25.83	-0.053
25.835	-0.051
25.84	-0.0536
25.845	-0.0447
25.85	-0.0482
25.855	-0.0525
25.86	-0.0433
25.865	-0.0589
25.87	-0.0536
25.875	-0.044
25.88	-0.058
25.885	-0.0431
25.89	-0.0311
25.895	-0.031
25.9	-0.0272
25.905	-0.02
25.91	-0.0096
25.915	-0.0118
25.92	-0.0119
25.925	-0.0061
25.93	-0.0128
25.935	-0.0247
25.94	-0.0294
25.945	-0.0257
25.95	-0.0374
25.955	-0.0495
25.96	-0.0548
25.965	-0.0625
25.97	-0.0592
25.975	-0.0629
25.98	-0.0681
25.985	-0.07
25.99	-0.0571
25.995	-0.0437
26	-0.0369
26.005	-0.0241
26.01	-0.002
26.015	0.0146
26.02	0.0093
26.025	0.0191
26.03	0.0125
26.035	-0.0013
26.04	0.0172
26.045	0.0064
26.05	-0.0164
26.055	-0.0246
26.06	-0.0292
26.065	-0.0406
26.07	-0.0407
26.075	-0.0493
26.08	-0.0749
26.085	-0.0616
26.09	-0.0568
26.095	-0.0547
26.1	-0.0393
26.105	-0.0336
26.11	-0.0217
26.115	-0.0071
26.12	0.004
26.125	0.008
26.13	0.0152
26.135	0.0205
26.14	0.015
26.145	0.0282
26.15	0.0364
26.155	0.0251
26.16	0.0286
26.165	0.0359
26.17	0.0237
26.175	0.0185
26.18	0.0292
26.185	0.036
26.19	0.0225
26.195	0.0154
26.2	0.037
26.205	0.0346
26.21	0.0313
26.215	0.0426
26.22	0.0516
26.225	0.0694
26.23	0.077
26.235	0.0907
26.24	0.1044
26.245	0.084
26.25	0.1209
26.255	0.1635
26.26	0.1415
26.265	0.1476
26.27	0.147
26.275	0.1489
26.28	0.1541
26.285	0.1379
26.29	0.1314
26.295	0.1197
26.3	0.1201
26.305	0.1208
26.31	0.1124
26.315	0.1006
26.32	0.0654
26.325	0.0671
26.33	0.0806
26.335	0.0378
26.34	0.0193
26.345	0.0246
26.35	0.0168
26.355	0.0073
26.36	-0.0075
26.365	-0.0137
26.37	-0.0277
26.375	-0.0313
